text,true_label,predicted_label,compound_score
@luvmichy thanks ,1,1,0.4404
@nufger That sucks ,0,0,-0.3612
RIP Grandpa.  You will be deeply missed by all of us. The wealth of knowledge you brought to the medical community was immense.,0,1,0.1796
"@Dblock_AP oh ok, my bad  i was bartendin so i didnt get to see who was performin n chillen.",1,0,-0.3182
"waiting for lulu, while i wait im looking on youtube for any cool stuff  ummmmm",1,1,0.3182
Nauseated. Doorhanging. ,0,0,0.0
Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool ,1,1,0.5298
@MandiiB good point.  good point.  i still owe you lunch from the lakers/celtics finals last year   ,0,1,0.7003
Loving the MTV Movie Award ,1,1,0.8126
@SusiesQue But it does bring back memories ,1,0,0.0
"ChCh Tweeps, I am doing Astro readings @GLConnexions today and tomorrow. DM me or Cathy to make an appointment. Or stop by and say hey ",1,0,-0.296
@rachaelmariee yay! Haha ill see you there ,1,1,0.5983
@TangyFruits Absolutely!! My brother hooking me up with a rapidshare account is gangzz too! ,1,0,0.0
"@tommcfly ok, you're not reading this.. i think i goona clean my room. i was searching for the dvd live at wembley 'cause my mom hid it ",0,1,0.5423
@LaurenBosworth how was heidi's wedding? i hope u had fun! ,1,1,0.7574
"@sascha_p LOL, that as I'm reviewing box office numbers and thinking studios are losing lots of money. ",1,1,0.2342
SAT's tomorrow ,0,0,0.0
@lukeanderson Oh... not long to go now...  6 months tomorrow in fact ,1,0,0.0
@mrskutcher I would like some followers pretty please! I'm new to twitter and only have 2!!!! ,0,1,0.8469
What no peach ice tea! Toscani's has ran out.  What is this world coming too!,0,0,-0.4184
@heyhoneymae hey fellow asmallworld-er! I am following you  Keep in touch you.,1,0,0.0
@Pink Ya its been raining here all day! Wish it was sunny n warm ,0,1,0.7712
http://twitpic.com/6bd0j - @Danefansdotcom This is for you guys ,1,0,0.0
@threelittletree bummer ,0,0,-0.3818
"@riskyrevenge Wait, what? Sick? ",0,0,-0.5661
"@insearchofnkotb I'm glad you had fun, and I'm glad he's so nice! ",1,1,0.9133
"@gegenhalten No, no don't, that'd be a bad plan. But fun to watch! ",1,1,0.667
@KourtneyKardash watching your show now ,1,0,0.0
is officially done with school!   Let summer begin!,1,0,0.0
call or text   xoxo,1,1,0.6124
@PeetahC You're pretty important then  very cool!,1,1,0.7836
@CitJonasCullen THANKS . p.s you have no idea how to do @replies thing you have to do @anasofiia space @writelovex  dumb.,1,0,-0.2185
@jendavis I understand! I've put 70k on the car I've had for just 3 years ,0,0,0.0
my #tweetdeck Horizontal scroll bar keeps breaking  have to keep restarting &gt;_&lt;,0,0,0.0
"@philipwang sweet!! Call me, I wanna go back. Also need to recharge at the atm. Hehe ",1,1,0.555
Bored to death in math class! ,0,0,-0.7424
@Chrissyisms thanks  Im going to take an advil,1,1,0.4404
@taylorswift13 I can't watch it  It's not on tv here in Norway.. But I voted for you ,0,0,0.0
"@mrtrev Not yet - time for more tea, though ",1,0,0.0
@SpacePirateRil I'll have to investigate that  ,1,0,0.0
ALL TIME LOW SHOULD PLAY IN BELGIUMMMMM ,1,1,0.0772
@rasmuskl @rwj_defcon1 I gather you guys continued the drinking after I left? ,1,0,0.0
Listening to fearless with my brother! ,1,1,0.4926
thinks the new moon trailer is rather fantastic &amp;&amp; loved her catch up with brigette ,1,1,0.8176
@KrystlMiller I could really use a Krystl hug right about now. ,0,1,0.5209
"@noddson   ah well, c'est la vie.  this week is busy with procrastination as I try very hard not to pack - moving Friday ",0,1,0.1045
is designing my new custom twitter page! Stay tuned ,1,0,0.0
Heading over to the Taste of Asia festival after @mayoroflondon said it was &quot;scrumptious&quot;. ,1,1,0.4939
@JonathanRKnight get some rest this knight owl coming to meet you today! see you later ,1,0,0.0
Such is life... ,0,0,0.0
@ScarletLotus I know baby ,1,0,0.0
"@iamdiddy my hubby.  promised job promotion so we didn't move, signed a new lease n they withdrew the promotion...  ",0,1,0.3612
Crashed/Rebooted my PC by attaching an external 2TB drive  By now it's working like a charm... very nice!,0,1,0.7082
@ZionShore At the top of the page it says &quot;the vault&quot; if you click on that  it'll take you to a page that lets you see  ,1,1,0.2023
@PawsibleMktg Thanks for posting the Take Your Dog info. I passed it along to my retailer networking group. ,1,1,0.4404
@TwoOnTheBeat i wud do but im at work   srry xx,0,0,0.0
LIz Hodgins is addicted to Twitter! Shes such a twit! lol  Your the only person who can read this Liz so its OK!,1,1,0.7837
@MILEYCYRUS  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,0,0,0.0
@erindunford i need new brakes too  gettin em tomorrow.,0,0,0.0
@shelms06 thanks ,1,1,0.4404
Yay Roger  I salute you!,1,1,0.5707
says good afternoon!  Just had a Transferee Primer by touring Cookie in UPD.  http://plurk.com/p/1102oi,1,1,0.4926
"So, this is @Silje and me and Flanders  http://tinyurl.com/r2slht",1,0,0.0
only 15 mins to go thank heavens - it really has been one of those days where I think i have been going backwards ,0,1,0.6369
is tired but have to do her geo presentation ,0,0,-0.2382
"@Jonasbrothers THATS AMAZING! Yes, that is in all caps, for more emphasis.  I'm getting the album tomorrow at midnight! SO EXCITED!",1,1,0.9227
"Dear loving friends, please follow @jesuswired - they are EVERYTHING Jesus ",1,1,0.8979
@dj_bubble Thanks; will convey your wishes ,1,1,0.5423
June gloom now over. The bloddy sun has returned. Gotta wear sunblock again ,0,0,-0.5574
@ilahras Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1,1,0.4404
@asialeigh lol theyre imported from my facebook status ,1,1,0.4215
I want to watch Camp Rock for the 3rd time today!  no one will let me,0,0,-0.2942
very sad that http://www.fabchannel.com/ has closed down. One of the few web services that I've used for over 5 years ,0,0,-0.5256
@traceob1 Clare Danes? in which movie? I'm confused ,0,0,-0.3939
"omg LVATT is a trending topic! how cool is that  verry happy i have it since sunday ^^ bloody lovely, haha.",1,1,0.8805
@mom2twnsn2000  you should enter the giveaway then!!!! who couldn't use $25...I know I could ,1,0,0.0
Laying by the pool with my loves although we're missing Kelly ,0,1,0.3612
just been electically shocked by a hairdryer  x,0,0,-0.3182
Globe charges Php2.50/Tweet. tooo bad. ,0,0,-0.6808
whoop maybe not. bk in bed with a frozen back ,0,0,0.0
@mileycyrus they all stopped doing drugs! ,0,0,-0.2942
@AlexDScott im having a day off no revision today just relaxing and doing feck all hows u  x,1,1,0.25
i got good meds...  i will b at school late.  *Lost N Ur I's*,1,1,0.4404
@endlessblush yeah  maybe move Friday to another day me thinks... Got blown off the other day for one of the others (O was home so no go),0,0,-0.1695
@kongers  it's better than ever,1,1,0.4404
OMG!!!! I got 100.9% on my chem final!!!!!!!! My first 4.0 evveeerrrrrrrrr!!!! And tbs cd release is just the cherry on top ,1,1,0.453
they're both dead.  http://yfrog.com/5j2syj,0,0,-0.6486
@djdrizzle good morning dj drizzle. what it is my nizzle ,1,1,0.4404
We're getting violent.  Program randomly decided to hate us when we took a break to get food ,0,0,-0.8225
@JBlover1494 Yes!!!I know sometimes Italy seems boring to me too!!!But i'm proud to live in it  I love America!!!!,1,1,0.8002
@afwife08 nope! not comin up 2nite gurl! ,1,0,0.0
&quot;NYTimes Twitter&quot; acolunt hacked....people nowadays ,0,0,0.0
Woke up thinking even today is a holiday  long weekends are a blessing and a curse too ,0,1,0.34
@adlounge  Hey! Wanted to confirm we're still meeting at Rivoli @ 6pm?  I can only stay for an hour and a bit  #adlounge,0,0,0.0
gone to work miss me k  leave me love er some shit,0,0,-0.0516
making my first home made vegan dish! Tofu Quiche with leeks and asparagus! Hopefully it turns out GREAT! ,1,1,0.8559
"@highheelfiasco the bagel was, but i left the frap sit too long and now its icky ",0,0,0.0
"@realangiejolie i can imagine how busy you must be. i'm somewhat busy/relaxing myself, just here and there, still enjoys life though! ",1,1,0.5562
"@Dominiquee_ I dont know, im sorry ",0,1,0.0572
"@justerzz AWWWWH. i guess. everyone is gonna think i'm fake tho, now. ",0,0,-0.4767
"Hooray! The rain's back. Feels like *my* Cardiff again now, not some parallel sunny universe ",1,1,0.5803
"@EP31 Ok, you win on that point. ",0,1,0.7184
@GorgeousLannie thanks babe ur the best  http://myloc.me/28Sb,1,1,0.7964
"@RetroRewind All the songs I wanted to hear on the 12 hour.  You have been chatting with Jason, haven't you! LOL ",1,0,-0.4882
feels sad n devestated tat one of his beloved hamsters died jus a moment ago.  :'-( (tears) http://plurk.com/p/xcv16,0,0,-0.7783
"@MaxPower_1 Haha, I actually hate those bots, but that's pretty informative ",1,1,0.6059
Youâre Not Going to be a Professional Blogger http://blog.seliger.com/2009/06/17/youre-not-going-to-be-a-pro/ i have mixed opinions ,0,0,0.0
http://twitpic.com/6hozr - This is the pic that is on Mollie's phone that was taken by me ,1,0,0.0
Everyone follow @JackiemW!  He's amazing and on the rise! Get familiar! ,1,1,0.6884
@hudgensness  those pics look really great  Hope you to have a great Tour! ,1,1,0.9225
No show fauxbeau say what? .....hahahaha Oh sweet cheese and biscuits...... ,1,1,0.2023
@do0dlebugdebz haha. LOL I'm ok with the girl tho  n nitesss I'm heading to Sabah early nxt morning ,1,1,0.8286
"send me help, i'm a milky addict and i really can't stop ",0,1,0.5949
@mileycyrus  Miley  We Love You!,1,1,0.6696
preparing to go out..i love trï¿½ ?ï¿½ hï¿½hï¿½ ,1,1,0.6369
today was funnnnnnnnnnnn. ,1,0,0.0
Soo bored. Gonna read a book. Text mee ,1,0,-0.2732
cristy alpha and klara of r1 on board ,1,0,0.0
@XGraceStAcKX the numbers are in a machine sorry  maybe it wasn't me who called?,0,0,-0.0772
Hmmm... Today I'm gonna.... Hmmm... Do.. Nothing?  ,1,0,0.0
"Not to mention, Operation Deal With The FU'd Car Situation. ",0,0,0.0
Sick! I lost my voice! Sorry everyone... looks like there won't be a new video today ,0,0,-0.6103
finished gym. but haas lost.  i thought he was going to win!,0,1,0.5487
my gauges fucking reek. ,0,0,-0.5709
@jpadamson You're right. I'm sad for you ,1,0,-0.4767
Getting ready to go to the gym and take the kids swimming. Only allowed to do a 4KM walk and some stretches - physios orders ,0,1,0.3612
"If mollie was here, she would be sitting next to me in public speaking, keeping me awake ",0,0,0.0
: got to go.... be back tomorrow twitter world ,1,0,0.0
I'm an insomnia ass biotch the world is sleeping and I'm wide awake I suck ,0,0,-0.7506
up loading your the girl now ,1,0,0.0
AHHHHHHHHHHHHHHHH! So is Mimco!!! I'm going to DIE!  Unless... hrm.... credit?! hehehe... evil laugh...,0,0,-0.9042
My heart's soo sad ,0,0,-0.4767
@dethbylolcaust  so guess what...mom is missing. meeting ends at 2pm? i called it ending at 5. someone should pay me.,0,0,-0.3818
Doesn't see  daniel on stage     i'm sitting near some wierd girl D:,0,1,0.4466
@Rob_Hoffman You won't be seeing me this summer.  It's too bad too b/c you're missing out on complete awesomeness here. haha,0,0,-0.4019
"right - copied my files to Jay for the Magazine (he's building it today), time for me to go to work. Still feel rough though ",0,0,0.0
Looking for apartments for Brian (with Brian) ,1,0,0.0
[drewberman] Hello there and thanks for the follow! Look forward to connecting .....  Drew,1,1,0.4926
"@anitafiander  Your welcome...that was a great quote...my morning is off to a good start, hope yours is too ",1,1,0.872
"Morning all, just got off work (6:30 am) sooooooo tired. Will tweet more later TTYL ladies....    ",1,0,-0.4404
woo hoo!!! random adventure to wally world with ate and kuya. ,1,1,0.7412
bed time. glad we finally got to celebrate russell's bday today ,1,1,0.7717
Driving back to lame ass sac. Snooze. @debbieez hi Lo ,1,0,-0.743
"ughhhhhh school til 1:30, than its time for LVATT and possibly a new phone     ",1,0,0.0
@rabbitroodle hee  was Wondering when you'd see it! Glad you likey,1,1,0.5093
"@michaels_feed thanks, Michael...hear you'll be in town Friday ",1,1,0.4404
At Jasmine's. She made pasta and caprese salad. Love it! Made cake for her but i dropped it. I am the clots!!! What a waste! ,0,0,-0.5053
Going to spend a nice day out and about with my boys .... ,1,1,0.4215
i want to move ,0,1,0.0772
"@JohnONolan ITV, or BBC, who do you think has the best coverage?  #f1",1,1,0.6369
"School time! kinda pointless going in but ahh well  one day then rest of week off , sounds good to me ) xxxxxxx",1,1,0.7777
can't sleep have to be up for 6am for work ,0,0,0.0
Finally have my bachelor-degree in business administration and business law!!! ,1,0,0.0
Was preparing Economics....hav an xam tomorrow ,0,0,0.0
does not appreciate having a stalker....It's scary ,0,0,-0.666
trying to figure out all this twitter mumbo jumbo!! Im a newby ,1,0,0.0
"is trying to find something to do today, and can't wait until tonight ",1,0,0.0
@johnhood can't wait for some show stopping announcements from them both ,1,0,-0.1531
@thedistraction im seeing mewithoutyou that night in NYC otherwise i would go ,0,0,0.0
parents are home. dragging me to church at 6 ,0,0,0.0
"@BensonGoesRawrr i'll be there, im getting there extra early ",1,0,0.0
not having a very good night at all. ,0,0,-0.3865
just finished watching LITTLE MAN for the 100th time...my sisters r obsessed w/ that movie ,1,0,-0.1779
I love going anywhere and everywhere looking like crap with my best friendddd and the radio blaring ,1,1,0.8519
Considering I may be the first Pigeon in the world in need of mobile phone ,1,0,0.0
"I should so straighten my hair right now, but damnit, I'm feelin lazy!  #BSB",0,0,-0.8459
Received the sweetest compliments tonight from a green-eyed Puerto Rican hottie.  ,1,1,0.4019
@bobmock Thanks. ,1,1,0.4404
@splatEric fab thanks! ,1,1,0.7345
3 in the morning im off to bed now...nuit blanche is done ,0,0,0.0
"Accidentally left the tv on, and gave Last Call with Carson Daly an extra rating. Argh. NO! You don't get any extra help from me, weirdo. ",0,0,-0.6932
ì ë? #goodnight! ,1,0,0.0
Either It's Wayy Too Late In The Niqht For Me Or I Just Cant SPELL ! ,1,0,0.0
@MishB_ Yes thanks for checking on me ,1,1,0.6808
Wooo baby it's hot out!!  Fixing the good 'ol resume,1,1,0.5399
@twinkle47 i still can thats the problem.havent had a hangover since i was about 15.lol ,1,0,0.0
"has put on a DRESS today! Going out in the lovely weather soon, to celebrate the constitution day and listen to bagpipes ",1,1,0.8313
havin' a nice day with my friends! ,1,1,0.7345
DAMN OL'GIRL IS SITTING OUTSIDE THE QT SHE'S IS BEAT UP LIKE REAL MAJOR I FEEL BAD... WHAT CAN I DO? ,0,1,0.3818
finally recovered. work soon ,1,0,0.0
@ingspree got it ,1,0,0.0
"@jazzydacat My friend got the plague ratsies for her kitties, too. I hear they are very fun &amp; cool toys to play with... if you're a cat! ",1,1,0.9011
@ddlovto please go check out a draw I did for you  http://twitpic.com/4d8cg,1,1,0.3182
Yo Frankie! 'scuse me I gotta go smooze the Bonas Jonas  @Jonasbrothers @ddlovato ,1,0,0.0
Finally back! Trip was amazing! Art + good food + shopping was seriously the perfect break I needed!!! ,1,1,0.8972
"@TheDrJack don't worry! I got them back  and more besides actually, so it was an oddly beneficial game over",1,1,0.6806
"Morning all. I'm off to work now.   BTW, just who is Jack Shit?",1,0,-0.5574
restructuring my whole self-promotion plan ,1,0,0.0
Google's logo is awesome today. ,1,1,0.6249
So I just went through and blocked rampant annoying followers with deleted profiles  Back down to 84 followers. I was soooo close to 100.,0,0,-0.5859
"@PinkTrees: i'm going to lay down for a while, i'm all crampy and feeling yuck! i really hate being a woman at times ",0,0,-0.5838
@Monkeys_Panda Cool. What's it say? You going 4 the laffs like me? ,1,1,0.6322
@ashleytisdale please follow me  I'm following you :],1,1,0.6705
"@flowertucci i wish your ass would eat my tongue, swallow it whole ",1,0,-0.2023
Eight hours. 1500 words. Lucy happily reparked. Brain composed largely of mush. Beginning to freak out about Thursday while it's Tuesday. ,0,1,0.1779
Freaking out a bit..crossing my fingers that things will work out ok ,0,0,-0.1531
in the hospital ,0,0,0.0
"i just got my heart broken, the guy i like , its kinda in love with a friend of mine and he wants me to help him!  sad",0,1,0.7516
My dad's favorite line was always &quot;Hope I die before I get old...&quot; I don't think he realizes he's old yet.  ? http://blip.fm/~4kl34,1,0,-0.2263
"@GalacticaQuorum The book looks really cool; and I really, really miss the show!!  ",0,1,0.2513
Sad! Chris has to work on Easter ,0,0,-0.5255
going to school.  im getting tired of this,0,0,-0.4404
"gay seats for white album tourrr,  not sure if I will go. Hopefully mother will pay for tix",0,1,0.0869
Ok. I'm not a smoker. But smokin on the river w some tallies. It's a bit a awesomely Brisbane. ,1,1,0.1531
"June 8 will be my first day to write in twitter while studying (maybe...),  this will be my last twitter for the last day of summer, nyt2 ",1,0,0.0
"@andrewgrill lol, it was &quot;quote&quot; of the day, not &quot;question&quot;. but the answer would be my daily rate  #mweb09",1,1,0.2263
@GeezusHaberdash Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre's people. LOL,0,1,0.5473
Looking forward to family day 2morow...a long time in the making ,1,0,0.0
Chillin ,1,0,0.0
this is one of those night when you know severale hour will be spent sleeping it off in the car before heading home ,0,0,0.0
I think we need an on site twitter update! Who's in the queue. Fill us in. ,1,0,0.0
@shoesmith81 just copy and paste the link; twitter will shorten the link for you if neccessary ,1,0,0.0
@thenewbnb @shivaranjan @arjunvj waat lag gai pairo ki!  hopefully I'll be able to run soon,0,1,0.1511
im only going to whine one time: ive worked for like 2 weeks straight with only like 3 days off. my feet hurt ,0,0,0.0
is getting her hair dieddddddd. i miss my baby ,0,0,-0.1531
@followpeterpan yup buuut I live in cowtown so unless u wanna drive 2 ft worth...we won't b watchin tha game 2gether again ,0,0,0.0
@LeoHandmade 2 pairs of earrings! That is wonderful! Leo shoppers obviously have great taste ,1,1,0.855
#3wordstoliveby fam-i-ly lol its really one word but hey ,1,1,0.2263
Hubs said no to this   http://twitpic.com/6rs4e,0,0,-0.296
i love hannah montana the movie!! ,1,1,0.6988
".. This response from Support is blatantly untrue, fake accounts are shut down all the time!  And it contradicts their own Terms too.  ",0,0,-0.4753
200th tweet!!! Just 9 more followers until 100 as well - come on people ,1,1,0.4545
@valeriesteinier unfortunately we have a packed day  we are going to the #dentc next Tues. Have fun! Would love to ck out Hi*Rise soon,0,1,0.75
http://twitpic.com/4f9vg - bestiess! january '09  ,1,0,0.0
Is pissed New Kids on the Block aren't coming now  ,0,0,-0.7964
"@bummerbash wow. you have one more week to prepare.  sacred heart school in multinational, pque. it's my senior year. :| ) how bout you?",1,1,0.5267
"@Leigh_Royals We're still moving to Savannah. I still just experience pings of all other places we could've moved to. Like, umm, NYC. ",1,1,0.3612
@missmichiganusa  yall have  to take a rest SOMEtimes  and i need a rest of laughin ! hurts my cheeks! ,1,0,-0.5696
80 degrees.  Not a cloud in the sky.  Perfect day for a Cookout!  Come on by if anyone is in Chiswick. ,1,1,0.6114
i wish we had more home movies... everyone kind of gave up on them when i was like three ,0,1,0.6369
Going in @ 2:30 today. Gotta make the most of time left but not sure what I should do. TV I guess....ugh 2:30 ,0,0,-0.3491
on my way to cali wont beable to to watch dog this wed  very sad,0,0,-0.5256
@QueenSeema You must give me a rough picture. ,1,0,0.0
@Ascend_Alliance I'm glad! Have a great day today! ,1,1,0.8264
I just rhinestoned my phone ,1,0,0.0
i have a baaaaad headache!!    ,0,0,0.0
today i have my final exam.  i hope i'll pass.,1,1,0.4404
@bella_b awe sorry I got this tweet to late to drop by ,0,0,-0.34
I say I am dreamer...I am not sure where are my dreams heading towards! ,0,1,0.257
i want a tattoo ,0,1,0.0772
is frightened cos its spider time.. i hope the flat repels them as i unfortunately haven't got a man to save me ,0,1,0.2023
thinks she would like to babysit Nessie ,1,1,0.3612
"Blah,  school   not so exciting .",0,0,-0.5727
OMGGGG this is such a sad video: http://bit.ly/uK582  don't watch if you're a sap like me ,0,0,-0.1531
almost 1.30AM. havent finished analyzing the scientific ppr.. screw school work. gotta kill chicks tmr. my course is evil!  gotta sleep!,0,0,-0.9018
Geez I sound blonde... ,1,0,0.0
had more nightmares last night about the same thing as usual and is still feeling pretty shit about it all ,0,0,0.0258
Won't be the same without @dizzzydaisy ,0,0,0.0
"I miss my kitty, had to take her home. ",0,0,-0.1531
"@atchoo haha i'll send you the link to the vid, Gus was being his cool self but CJ was pure presh! ",1,1,0.4482
"@kaitnolan Ships in the dawn, slipping in and out of the gray... May your Monday be great. ",1,1,0.6249
oooooo i do not feel like going to work! ,0,0,-0.3404
@avdorita A hot toddie would be great right now. At 10 on Saturday morning. ,1,1,0.6249
@shadowfaerie ahhh i'll be driving to pick up hannah wed.  ,0,0,0.0
@OnlyQ NO!  $%@#$ People on MMO forums are saying its taking from 2 days to a week! wtf? So much for playing this weekend.,0,0,-0.7394
@kgthagreat yea tre hood claim thats atl theme song which it aint!! lol  but its a youtube vid. that i posted yesterday,1,0,-0.3071
@DavidArchie aw you're already there? come back HERE. ,1,0,0.0
"@torilovesbradie definitely, or even just &quot;i'll call you&quot;, they never do  how was ur day? xx",0,1,0.4019
@thomasfiss i have a snoring pug puppy in my lap ,1,0,0.0
...Totally just finished the whole packet =O I can't help it!; they're sooo goodd ,1,0,-0.3716
so sweet  â« http://blip.fm/~7tsof,1,1,0.5095
@stefan_keller pics.... hmmm we should talk about their prices ,1,0,0.0
Going to give a presentation about Patrick Bateman (character analysis) tomorrow. Unfortunately not in a Patrick Bateman costume. ,0,0,-0.34
"@joesgrrrl well, I know. Just saying. I didn't get one either. ",1,1,0.2732
@hatzlala hmmm trueee :/ i wake up at 6 though :O i seriously need like 9873 hours to wake up  idc much hah im bringing my ipod tho!,1,0,-0.4633
"eating.. pizza, reading about jon and kate's problems ",0,0,-0.4019
"@benardo Dude, do you have another of those pencils with spellcheck - and does it come with a fiddle tuner? ",1,0,0.0
Just finished Day 2 of 3-day retreat. Good content but no web access and near north pole. Have to drive car instead of cycle ,0,0,-0.1154
"@DMindykowski Nice to meet you, too!  Shawn is pretty amazing and talented himself   I will be at the next @BayCityAfter6, see you there!",1,1,0.9285
@officialtila you're the best  please give me a shoutout I'm bridget from Louisiana and I need some major advice it's about a girl importa,1,1,0.7579
@DaisyOlsen Sorry. I'm contributing to the sad. ,0,0,-0.5267
"@spb73 Not a big fan TBH. Would rather cook, but feeling a bit lazy today ",1,0,-0.4554
"@juliewhorror JULIE! I'm done the pwpt, k? I already sent it to you. ",1,0,0.0
nice receive an email from my angel ! ,1,1,0.4753
@jonasbrothers poison ivy  and much better,1,0,-0.1531
We're getting a pizza and renting the movie &quot;Bedtime Stories&quot; starring Adam Sandler...anyone else see it? ,1,0,0.0
@Gofackadawg Even Buffy? ,0,0,0.0
boys are so Damn stupid ,0,0,-0.8003
starting to feel a cold coming on  ..hittin the sac,0,0,0.0
SAT TOMORROW!  ,0,0,0.0
"i need new music. Suggestions? sounds like The Fray, Taylor Swift, U2, J.Morrison, Jason Mraz, John Mayer, Colbie Caillat, Coldplay, any? ",1,1,0.5661
"Give me seafood, sushi, roasted duck &amp; seafood salad at PS, N-O-W!!!!!!!!! I want em sooooo bad  ngidaam.....",0,0,-0.6562
No one wants to go get sushi at my fave sushi place with me ,0,1,0.1779
Might read some (or alot) manga before I lie in bed. iPhone manga ,1,0,0.0
@kidro5  paid the money ,1,0,0.0
@djohnsonsings LOL..yea but hopefully not for long ,1,1,0.5499
http://twitpic.com/7rwxu Finnaaaallly doing my homework  2 down 18 to go lol,0,1,0.4215
@daveknox awesome-  corporate housing took away my modem and gave me an air card for the summer..  = no xbox live. ,0,1,0.4404
i miss my crush ,0,0,-0.296
just made a frankie theme for my phone ,1,0,0.0
@TrustTommy like you aren't already! I was planning to learn from you ,1,1,0.4199
Watching the Microsoft E3 press conference:  http://bit.ly/U5Xip   Modern Warfare 2 looks gooooood! ,1,0,-0.3595
@nicolesssss  chuck bassssssssssssssssssss you have perfectly quoffed hair,1,1,0.6369
"@Addicted2Golf Can't wait to hear what U found, Blaine. We love demo day! It's like speed dating for #golfers.  http://golftwitt.com/DD2",1,1,0.7901
"@brendyn yes i do, yea ",0,1,0.4019
Just got an xbox now at josh's updating b4 work ,1,0,0.0
Rendering 1080p particle animations to put up on istock for sale... render farm maxed out need more servers...  ,0,0,0.0
"@ClaytonMorris we drink hazelnut coffee too!   yummy, just got up ate breakfast enjoying a cup. Catching with Fox and Friend.",1,1,0.8832
"See, i need 2 apologiZ too  ..sorry u took it so badly...u cal it mistak but i got a part of responsability in this...Feelin bad insyd...",0,0,-0.6956
"@lockylisa Aw, even better shot of your pussy cat ",1,1,0.4404
This weather is so unpredictable.... ,0,0,0.0
@thephilshay Rock!!  Yes.  Finally...  I've been wondering...  Welcome to the world buddy! ,1,1,0.7633
I tried all last summer calling everyday to get tickets and got nothing and ive been doing the same this year. I really want to go ,0,1,0.1513
On the road headed back to lala land  ***tears***,0,0,0.0
... but right now i love them so much i cant stop listening to them/honey honey;dancing quuen;mamma mia;i have a dream&amp; ect. I LOVE THEM. ,1,1,0.9547
I love this kind of weather ,1,1,0.6369
In art class painting a Hannah Montana picture!! &lt;3 and hanging out with Leslie and Marlene! ,1,0,0.0
"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back ",0,0,-0.4184
@Rove1974 Well at least you're in there! Might as well be for something funny! ,1,1,0.7707
@zadr I want to try it sometime with an actual keyboard ,1,1,0.0772
@chriscornell are you staying in the poconos? The Marshall Tucker Band is giving a free concert  ,1,1,0.6908
"Oh dear, ice cream was promised. Freezer box disagreed and decided to melt all our food  It's a busy week in binsville ",0,1,0.4215
@Gooshy1 So tempting to come back tonight ,0,0,0.0
cant wait for the new green lantern story to come out. Hal Jordan better kick some serious ass! Currently reading The Punisher max comics ,1,0,-0.6239
@grneyedyella yeah well kinda... My homeboy works for AT&amp;T n he said the mms won't b on until end if summer ,0,1,0.5106
Happy Mothers Day!!!... i'm thinking Greek for lunch ,1,1,0.6784
Mister @esamek just lauched a new twitter profile: @pixeldreamer . Curious what this will be ,1,1,0.3182
I have a feeling I will be very alone tomorrow.  people should text me yahhh,0,0,-0.2006
@chris2lockwood I miss you  xxx,0,0,-0.1531
Going to take a week long trip to seattle by myself soon ,1,0,0.0
A 3GB Comp!?!? WTF! An Mp3 Player is bigger than that!! Is this my new I-Comp!! Ugh.. At least i'll have twitter ,1,0,-0.7941
check this Sonic 2 live medley guys ! Gives me chills listening to it as it sounds incredible.  Metropolis zone!   http://bit.ly/VJCyV,1,0,0.0
making lists of stuff i have to do when the rain stops ,1,0,-0.1531
@vimalg2 But I'm still writing code  Can't tear myself away ,0,0,0.0
gears of war is fun again ,1,0,-0.1531
@peterjrday Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always ,1,1,0.9552
Its not May anymore ,0,0,0.0
@dougiemcfly is it true you're doing a signing after the wolverhampton gig? please answer ,0,1,0.6249
"Forgot it's National Running day and ran INSIDE.  I'm scared to do outdoor runs lately because of my stomach.  4.47mi, 36min + 4 cooldown",0,0,-0.4404
saying goodbye to my parents at the airport.  it was great having them around.,0,1,0.6249
Soggy pancake... Not good. ,0,0,-0.3412
"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",0,0,0.0
I am going to try and walk all the way to work (5.2 miles) at least once a week I think. I'm 18 stone ,0,0,0.0
owwwwwww damn my brother smacked my back and i have a slight sun burn on my back lets jsut say i got even i smacked him in the face ,1,0,-0.4019
"is at the shopping mall, ready to spend some quality time with my Visa card...  #fb",1,1,0.3612
@errica lol I like it ,1,1,0.6486
OMG gonna take 20 years for me to get my M.R.I scan ,0,0,0.0
good day to all ,1,1,0.4404
i think what Obama did was wrong   Granting Some Benefits to Same Sex Couples,0,1,0.2023
getting a production sign ,1,0,0.0
Listening to music ,1,0,0.0
".@jsbelfiore must have missed that... but I was never part of the Rocky crowd, though I went often and often dressed for it ",1,0,-0.1531
Work all day  &lt;16 days till ROAD TRIP!&gt;,0,0,0.0
Damn! The Firefox poker aint loading! ,0,0,-0.508
hi twitts... Wats every1 up too? So cold n miserable in perth ,0,0,-0.539
@pfspleen is playing Bananarama in the car ,0,1,0.2023
@anil_491 Welcome  Kaise ho..??,1,1,0.5204
