label,text
1,We're going to see the Phillies today.  I'm hoping for little rain and a BIG win!!!  Sure hope Greggy gets in!!! 
1,@miraclelaurie Happy Friday to you too. Soon you'll have more DH. 
0,"@shrimponbarbie Yeah, that really sucks, especially since you're so talented  I also think that people want to read &quot;adult content&quot; now,"
0,@spekksliite  damn..ifeel hurt .. that's not fair tho...I aint see u since 4.14 lmfao !
0,"Damn, black kid's gone! He was tight "
1,mmm nice to have some days off 
0,@masterluke103 haha! not a fan of the vampire teeth??? i cant talk though @slaihingpg3blog is always making fun of me 
0,@DesMouseasaurus  What happened?
1,just had popeye's n yummy ice cream 
0,Is Discouraged. Thanks @Scottycurf . I'm gonna work at @Rue21 for the rest of my life. Dreams.. Crushhed. I Need 2 Stop sucking @ Life 
0,@Stars_Meg thanks! and aww meg that's a downer  you can come visit us! I'll find you an extra GL shirt haha
1,@RebekahCheng lol! I so cann!!! I'm just too much of a bum to get up. Hahas! 
1,"@realtyra http://twitpic.com/2qdva - You inspire me so much, your an amazing lady and i wish that 1 day i would be able to work with you "
1,"@jabezzz Yeah i had from the push button one , i love convenience "
0,"Tough choices: Pay my phone bill, or go to New York, unfortunately they are both the same price "
0,Wouldn't recommend a Garmin Edge 705! No data again. 
1,@zaibatsu aww nooo i was just playing around caus a friend told me 2.deleted them all when I saw it LMAO but thank you  yeah I like em 
1,Are with my friend Joanna 
1,@bkGirlFriday oh - a surprise! lol! well -i'll be waiting then 
0,"@taylorswift13 Ahahah, lol. Amazing! I want a shirt for my cat too! But first I have to get a cat  ahah. Love you so much Tay?"
0,@Katiff are you feeling better? sorry you're feeling under! 
1,@pokerfacexxx i hate death metal 
1,"@jawar what's happening Jawar? Longtime no tweet. Anything new?  Anyway, good to see you here! "
1,Reading feeds while listening to Greys Anatomy and eating Tzatziki 
1,@alertmybanjos cocoa workshop? Sounds sweet 
0,@hold_fast_hope ah you stopped following me 
1,http://bit.ly/KuFO9  ~ Yeppers  ~ BE the source of your Joy 
1,boys at work make me smile 
0,I'm really really hating this season. Poor Felipe baby 
0,this sucks. i'm stuck at home. i really need to study for tomorrow &amp; i still haven't gotten LVaTT 
0,"is SO close, but SOOOO fat away "
0,@argamando Hey I got ur text but I cannot respond...no phone until tomorrow 
1,It was a good night ready to repeat w/ @21ALFiE tmrw  xoxo
0,"@taylor_blue omigosh, just saw the pic. That's just... that's just sooo wrong. "
1,@KellyMcfly HAPPY MOTHERS DAY!  x
0,Runny Nose  New Video On My 2nd Accoint Plz Check it out SWine FLu LAnd
0,my darlinÂ´s sad  and i feel fucked up  i miss him sooooooooooo bad ...BABY I love You
1,@gilwood_cs New maybe  That's my attempt to summarize tuning tips since the good old MF Tuning Tips !
1,!freebsd jails-ing make me rockers 
1,@_Lenchen_ tgc 
1,@Stubborn_Facts Hello! I think this is a sign that it should be Friday!  
0,@Lisa_Veronica what's up with the London gig? Was looking forward to it 
0,It's Monday already? 
1,@buckhollywood http://twitpic.com/6oi0l - Finally twitpic is working! Nice picture Buck! 
1,There must be a Program that lets Celebs Bleep out all us Peasants posts except for Trent R  Who cares about his fans! Thank you Trent 
1,Lets make &gt;&gt;&gt; #echelonday a Trending Topics! 
0,"ok, slept 7 hours today. better than the 12.5 of yesterday.  still. woke up at 8. not good. must work on that before tuesday "
0,"@whataboutadam I cant watch your blog tv show tonighttt , i have to go to a barbeque thinggy  Im sorry xxx"
0,"@oneofthosefaces I'm sorry.  Have you talked to her much in the past? I'm jealous you got to talk to her, ha-ha! Even an argument is good!"
1,@KayJayMusic good for u 
0,about to head off to work almost 6am 
1,Happy Mother's Day to all the mothers.    Have a beautifully blessed day!
0,"@sendchocolate you are right, it is.. ,i love horror movies and have probably seen it.. wifey on the other hand has banned scifi  channel "
0,@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol
0,"Ughhhh , . ! i don't want to take this test  we shouldn't have any for the rest of these two weeks . !"
1,"@NguyenNoir And the song, is not out yet, May 18 is the day "
0,Now I'll NEVER win the Hair lottery 
0,Shit! I lost my HK debit card 
1,right there with you = life 
1,@lukeman Heh  It would be even enough to copy the tarball to his download directory and you could do pip install BeautifulSoup==3.0.7a :/
0,"@Lozzykinz Unfortunately not, I had to model infinite languages in Linear Temporal Logic with Buchi finite state automata "
1,@moonfrye I really can't think of any movies that were as good as the books! 
1,@senseirob LOL ppl are boring 
1,"off to read, play my guitar and catch some z's...laters "
1,"@cliveflint ok, I'll be there by 12.10 then "
0,@ansharp more cabochons.  but she doesn't have any   no idea when that will be!  sorry about that.  but I didn't forget!  ;)
0,Sick off of caffeine. Frowny face. 
0,IS about to take my Daddy to the AirPort 
0,i am sad that Hatton did not win 
0,@EBBSBABY lmao ha windows in the back &amp; the bitch dnt have steps 
1,@bridgetparsons church for us - are we the only ones going? 
1,"@Doener I made the same mistake yesterday, that's how I knew! "
0,@GKFennell 2 hours?! My faulllt!  Ye be a genius no matter how many hours hehe&lt;3
1,"As a reward, you may download a free copy of EmailUnlimited on http://www.4officeautomation.com "
1,@alyson5 Only slightly terrifying. 
1,"@Pappegena yeh, i like films,reading(kindof), music...i think i might do some studying in the garden today actually. its quite sunny "
0,@Anthonyyyy Oh no! Will you be getting it back? 
1,"@gailbott yeah - I know you are back home, just teasing you about the great weather and coffee in New Zealand... that's all "
0,lookin forward to the day i have enough energy to stay up past 10:30 on a fri nite.  not since 2007   will i ever have those days again?
0,I am craving for japanese food 
0,Had a great dinner w/ family~hubby leaving tomorrow for 6 days  I'm missing him already 
0,"@hollseey ten minutes. Circle line decide not to to anywhere when I got on  still, nearly home now..."
0,@andyclemmensen i &lt;3 you more than ice cream and &lt;3 you more than the word meow. i cant belive they gettaway plan ripped on yu like that 
1,I am all kinds of twitterpated. Just sayin'! Goodnight 
1,"@cfreeman20 nope, he got nuttin on you babe! lol "
0,To all of my wasted days 
0,"@1225491 That's SO not cool  I am sorry for you. As a Portuguese-Canadian woman, I would like to offer my apologies for her."
0,srry bby sister....  i found my batman game in my purse 
0,"I think i'm way more awake than I should be this early, so excited to go out tonight, not so excited about $$$ and lack of iPhone "
1,"Just saw Nicholas Bashenhow, got my picture taken with a Taco and the Captain Morgan "
1,@SheilaAdvani Enjoy! The weather is awesome today so I am pretty sure it will be great! 
1,@Cookleta he's a gr8 guy jake is 
0,@bonjourmyvette thats a shame  i hope its a rumor
1,@standtrooper  ...I have a good fiend who is also an awesome ATL artist  and worth some follow love  enjoy @clow2ground
1,@MartinGBEdwards It's all yours. Enjoy.  #Elevensestime
0,@michelledodd - well I'm still there just about 
0,Oops. Client of mine [we dont do their web hosting] Just got hacked by some Kosovo Hackers 
1,@CptCswife oh and @simontay78 shares his pics on food too 
1,@jonasbrothers I miss your concert in Rio de Janeiro so much! It was the best eveeeer!When are you guys coming to Brazil again? Love you 
1,Does anyone know where I can find a man like Jake in &quot;All the small things&quot; please 
1,@lmcnelly Crew's gear adds ambiance to the shot.  #2wkfilm
1,routing PCB 
0,@NewerDeal But if I point them down I can't see what they are when I need a knife/fork/spoon out of the drainer 
0,@mefries Hours lost in the parks   I am so sorry!
1,i will take a nap............... 
1,"Will they enhance this #worldrecord breaking at the 4 minute mark with Madonna tune..If not, I will.. I love this @TJWalker #strategyroom "
0,Watching naruto and josh stole my fruit snacks 
0,@rosatti bummer your internet wasn't cooperating last night 
0,@Tisha_Dawn Hi sweety! It's saturday and I'm working 
0,loved saturday night tinychat session with @joelbeukelman @joshcagwin @sweet_baby_jane and @SunfallDesigns | internet cut out last min 
1,@novelgentry you've got a deal 
1,"@twinkleboi Stay calm. I'm sure he is more afraid of you, compared to you of him. Put yourself in his shoes  He's not gonna hurt you "
1,"@fixxfancarrie different CC, Carrie. This one isn't anything close to a musician...  "
0,This is taking forever. And i keep getting weird error messages 
1,ok home now...just got some smart start &amp; special K strawberries &amp; yogurt cereal on sale @ riteaid 
1,@DocDamo I shall inform @Yadnomis that I must be taken out for a curry once a week on your good advice to prevent Dementia! Result!! 
0,"this pg's unsafe? or is it coz i didnt clear cache.Either way, this trip's not enuf.  "
1,@funkymc No but everyone I know already applied for it. 
1,One sees so many different kinds of people and learns so much about human nature while selling stuff. Wow. Human nature at its rawest 
1,Watch &quot;UP&quot;! You'll love it!!!! 
0,missing work to take care of a sick kiddo 
0,Feeling very sad at the moment 
0,@kquandel It was amazing! I came in 7th...  
0,will edit sailor fuku ni onegai now  http://plurk.com/p/y1t7o
0,@han_banana we missed each other by like 15 minutes 
1,@heathermccray - Yes dear.  
0,ugh sO far day has started Off bad  hOpe it gets better
0,Got to learn for two exams this weekend. English + math.  But looking forward to the WWDC Keynote on Monday.
0,"my face is swollen.. and my throat hurts soo much..  I wanna go hom.. well, I acutually do in one hour.. yay"
1,I love getting films developed. I always forget what I've taken photos of so getting them back is a nice surprise 
0,@ruttski oh okay  will we be able to save our replays to hdd @ fifa10? i dont think its that hard. nhl09 and pes2009 can do that also ...
1,"@inckognito that is what he said he sst, he meant that he doesn't tweet he likes silence and privacy. he said stephen who? "
0,@evilrobert and yeah I liked Blender too.  I'd rather them have just increased the cost of the subscription.  
1,@JulienK Wow cool! Can't wait for DBS 
1,Don't forget I can get replies you post on your tweet 
0,i blame james with his tonyÂ´s talk 
0,Bye phoenix. Loosing 3 hours is gonna be wack  it was worth it though!
1,Geeky stuff: Mona Lisa pic coded in a tweet   http://bit.ly/Mbu9u (via @digg)
1,Bottom of the ocean 
0,"@onkartibe are infy madhye ahe, mysore la posting milali.  working on .net as such but the work sucks ;)"
1,"http://www.shingirirai.org spread the love, site up... but a long way to go "
1,"Sweet dreams all.  New week, and I'm determined to make it a good one!!!!!"
1,Apples are good 
1,"School  I'm too tired and I've got work to do for drama like making programmes which should have aready been done, oops "
0,"Twitter didn't let me on 4 time and I had shit 2 say, but the moment has gone now "
1,@swfgeek - yeah I know - I love my work too...just hate it when I have to be away from my family  take care
1,Today my prom!! 
0,"@Oddriana_RutRoh ohh, my fx is showing that 70s show right now "
0,I can't find a magnifying glass 
1,@davidbadash thank you for the #samesexsunday mention! 
0,@kentwalls i heard once u get 1 they r addictive. i can't wait to get my first tat but have to wait till i move out.house rule no tats 
0,@prncsstwtrtoes Freedom not to be able to marry someone you love. I don't think that's a good definition... 
1,"@JLSOfficial HEY GUYS, CANT WAIT 4 THE ALBUM, HEARD BEAT AGAIN ON RADIO 1 YESTERDAY, HAD IT PUMPIN ALL OVER THE CAR "
1,Download tickets came yesterday - WOOOOOOOOOOOP - get in!!!!! 
1,"@jazzt Awww yeah, I think I may have seen that... I'm not sure. But AW! "
1,"i really want a taco salad, with beef tips NOT ground beef&amp;no guacomole!! Gotta get to san jose asap "
1,I just met Taylor from Cosmo Radio and freaked out!!!!!!!!!!!!!! She gives the best advice ever. 
0,Need to get ready for work. It's too nice outside to go be in the bookstore all afternoon. 
1,@tylermassey Twitter says good morning back good sir 
1,Rascal Flatts - Love Who You Love. i got his album woo 
0,@DJWiLLGATES we travel in packs lol don't be mad at meeeeee! I'm deaaad tired!  Did I lose my cuffin privileges?
1,@bookwhore No. &quot;A&quot; future is riding on this. Might not be your future. Fear is the mind killer. Be Zen. 
